PREDICATE,SUBJECT_TEXT,OBJECT_TEXT,SENTENCE,LABEL
INTERACTS_WITH,monoclonal antibody,transferrin receptor,A monoclonal antibody with specificity for murine transferrin receptor was       conjugated with the toxic A subunit of ricin.,1
INTERACTS_WITH,oestrogen receptor,antioestrogens,It is now widely       accepted that the oestrogen receptor is the major if not the only mediator of       antioestrogenic and antitumoral effects of triphenylethylene antioestrogens in       mammary tumor cells.,1
STIMULATES,theophylline,methylene blue,"Experiments with phospholipid liposomes, red cells (or their shades) of man and       pigeon, modulated with helium-neon laser, were made to study the effects of       papaverine, verapamil, phosphadene, theophylline, nicotinic acid, acetylcholine,       adenosine and hydralazine on the intensity of the own fluorescence of the       membrane and of the membrane-bound probe, 1,8-AHC, segregation of methylene blue       by the red cell mass, red cell resistance to osmotic or UV-induced hemolysis as       well as on the activity of Na-, K-, Mg- and Ca-dependent ATPases of the red cell       shades of the donor or pigeon.",1
INHIBITS,TNF,IL-6,"Nonsteroidal anti-inflammatory drugs differentially regulate cytokine production       in human lymphocytes: up-regulation of TNF, IFN-gamma and IL-2, in contrast to       down-regulation of IL-6 production.",0
STIMULATES,macrolide antibiotics,antibiotics,"Using Staphylococcus aureus ISP447 strain, which shows inducible resistance to       macrolide-lincosamide-streptogramin B (MLS) antibiotics, the extent of       MLS-resistance induced by several macrolide antibiotics [erythromycin (EM),       oleandomycin (OL), or roxithromycin (RXM)] was determined in terms of a relative       ratio of a growth rate of the induced cells in the presence of a challenging       drug, rokitamycin (RKM), to that of uninduced cells in the absence of RKM.",0
STIMULATES,Ca2,ATPase,"ATPase is activated by both Mg2+ and Ca2+ (in a lesser       degree), with the maximum activity being at pH 7.5.",0
INHIBITS,monoclonal antibody,ristocetin,"Antiplatelet glycoprotein Ib monoclonal antibody (OP-F1) totally abolishes       ristocetin-induced von Willebrand factor binding, but has minimal effect on the       botrocetin-induced binding.",1
INTERACTS_WITH,SM-12502,PAF,The effects of PAF were dose dependently inhibited by       WEB 2086 (ID50: 1.39 to 2.09 mg/kg) and SM-12502 (ID50: 7.17 to 8.36 mg/kg).,1
INTERACTS_WITH,annexins II,actomyosin,"Detailed biochemical characterization of the interactions responsible for the       formation of this complex revealed that annexins II and VI interact with       actomyosin, or detergent-insoluble glycosphingolipid-enriched membrane domains       (rafts) purified from smooth muscle, in a concentration- and Ca2+-dependent       manner.",1
INHIBITS,amiloride,procainamide,"In SF tubules amiloride, 10(-4) M in the       perfusate, inhibited procainamide secretion, whereas nonradioactive procainamide,       quinidine, and cimetidine did not.",1
STIMULATES,Azone,sodium salicylate,"The ability of Azone (1-dodecylazacylcoheptan-2-one), a recently developed       penetration enhancer, to facilitate the transport of sodium salicylate across an       artificial lipid membrane has been investigated using the rotating diffusion       cell, a well defined model for percutaneous absorption.",1
INTERACTS_WITH,corticosterone,insulin,"For BAT variables, < or = 50% of the variance was explained by       regression on corticosterone and insulin, suggesting that the effects of these       hormones are mediated through an intermediate such as sympathetic nervous system       input to BAT.",0
INTERACTS_WITH,bombesin,substance P,"The antagonistic effect of newly synthesized substance P (SP) analogues       containing D-histidine was examined on behavioural responses induced in mice by       SP, neurokinin (NK) A, physalaemin, eledoisin, somatostatin and bombesin.",0
INHIBITS,Ca2,Na+/K(+)-ATPase,"Taken together, these results support the above hypothesis that       chloramine-T causes the entry of trigger Ca2+ into the myoplasm from the outside       and provide evidence that stimulation of the Na+ efflux is associated not only       with this event but also with a reduced Na+ gradient resulting from inhibition of       the membrane Na+/K(+)-ATPase system by the oxidant.",0
INTERACTS_WITH,protein,polyamine,Ornithine decarboxylase antizyme is a protein that participates in the regulation       of cellular polyamine levels.,1
INTERACTS_WITH,prednisolone,prednisone,"The conversion of       prednisolone to prednisone, defined by the prednisolone/prednisone ratio,       exhibited saturable characteristics which, when data for all dogs was fitted to a       Michaelis-Menten type equation (r2 = 0.938), gave a Km of 658 ng/ml, i.e., total       prednisolone concentration at half-maximal saturation.",0
INTERACTS_WITH,hormone receptors,androgens,"The mechanism whereby androgens produce such neural plasticity is       not known, although it has seemed likely that growth-promoting effects of       androgens are due to a direct induction of protein synthesis in cells containing       hormone receptors (following activation of specific genes by the hormone-receptor       complex).",0
INTERACTS_WITH,proteins,progesterone,"Both proteins bind progesterone and are indistinguishable from       chick oviduct authentic A and B proteins in terms of size, immunoreactivity and       hormone binding properties.",1
STIMULATES,N-nitrosodimethylamine,Polynucleotide ligase,Polynucleotide ligase from kidney tumors in rats induced by       N-nitrosodimethylamine.,1
INTERACTS_WITH,n-Hexanol,amiloride,"n-Hexanol at a concentration of 1 mM, and cold       acclimation of the frogs, which increases the fluidity of epidermal cell       membranes, do not affect the sensitivity of Isc to the inhibiting effect of       amiloride.",0
STIMULATES,amrinone,dobutamine,"CAD did not increase with dobutamine, but       significantly increased after amrinone (% increase: 10 +/- 7%; P < 0.001 vs.",0
INTERACTS_WITH,mitomycin C,semiquinone,"The direct conversion of the semiquinone form       of mitomycin C into the semiquinone of B proceeds slowly, if at all.",0
INHIBITS,protein kinase A,KCa,"Inhibition of KCa and KATP channels, cyclic adenosine monophosphate, and       protein kinase A, but not nitric oxide, cyclic guanosine monophosphate, and       protein kinase G, abolished such hyperpolarization equally in SHR and WKY       vessels.",0
INTERACTS_WITH,sulphate,harmol,"When Na235SO4 is injected intravenously in rats, it is immediately available       for sulphate conjugation of the phenolic drug harmol       (7-hydroxyl-1-methyl-9H-pyrido[3,4-b]indole) in the liver.",1
INHIBITS,Mithramycin,c-myc,"Mithramycin is a commercially available G-C-specific DNA       binding drug that selectively inhibits transcription of genes, such as c-myc,       that have G-C-rich promoter sequences.",1
INHIBITS,epidermal growth factor receptor,v-erbB,A       related DNA fragment distinct from epidermal growth factor receptor and erbB-2       genes was detected by reduced stringency hybridization of v-erbB to normal       genomic human DNA.,0
INTERACTS_WITH,neurokinin A,calcitonin gene-related peptide,"Effects of calcitonin gene-related peptide (CGRP), neurokinin A and neurokinin A       (4-10) on the mitogenic response of human peripheral blood mononuclear cells.",0
INHIBITS,insulin,hIR,These results indicate that       insulin downregulates the level of hIR mRNA with a biphasic time-course and that       this process is most likely part of the general mechanism by which insulin       maintains the homeostatic control of its cellular receptor levels.,1
STIMULATES,fluorescein,benzoic acid,"Low concentrations       of 2,3,5-triiodobenzoic acid (TIBA), NPA, 2-chloro-9-hydroxyfluorene-9-carboxylic       acid (morphactin), and fluorescein, eosin, and mercurochrome all stimulated net       uptake of [(3)H]IAA by corn coleoptile tissues while higher concentrations       reduced the uptake of both [(3)H]IAA and another lipophilic weak acid,       [(14)C]benzoic acid.",0
INTERACTS_WITH,matrilysin,tissue inhibitor of metalloproteinases,"In this study, we have used high resolution gel-filtration chromatography and       measurements of Ki to compare the capacity of full-length native stromelysin,       C-terminal truncated stromelysin (Phe100-Pro273), and matrilysin (the only       metalloproteinase spontaneously lacking a C-terminal hemopexin-like domain) to       bind to the tissue inhibitor of metalloproteinases (TIMP).",1
STIMULATES,dibutyryl cyclic AMP,u-PA,"Exposing cells to phorbol myristate acetate       (PMA) or dibutyryl cyclic AMP (db cAMP) enhanced the secretion of scu-PA and       two-chain u-PA, whereas 1-(5-isoquinolinylsulfonyl)-2-methylpiperazine (H7)       decreased scu-PA secretion, indicating that it is enhanced by protein kinase C       (PKC) as well as by cAMP in NY cells.",1
INTERACTS_WITH,antibodies,aminoacyl-tRNA synthetases,These findings provide more definitive evidence in       support of our previous suggestion that molecular mimicry could explain the       origin of serum antibodies to aminoacyl-tRNA synthetases in polymyositis and       suggests a likely viral etiology for the disease.,0
INHIBITS,anthelmintic,ATP,"It has been proposed that the anthelmintic activity of the flukicide, closantel,       is due to the drug's ability to interfere with the proton gradient in the       parasite's mitochondria that in turn inhibits the generation of ATP by the       parasite.",0
INTERACTS_WITH,cannabinoid receptor,"WIN 55,212","In previous studies it was shown that the structurally dissimilar compounds delta       9-THC, CP 55,940 and WIN 55,212 produced more or less the same pharmacological       effects and interacted with the same cannabinoid receptor.",1
INHIBITS,estrogen,LH,"In 9-month-old       castrated males, estrogen decreased LH concentrations during the first 48 h of       daily treatment, but after this, LH increased and returned to pretreatment levels       by 88 h.",1
INTERACTS_WITH,hydrazine,pressor,This       hydrazine derivative is not devoid of hepatotoxic effects and markedly       potentiates tyramine pressor effects.,0
INHIBITS,dexamethasone,inflammatory mediators,The results suggest that the inhibition of contractile response of guinea       pig lung strips and airway tissue to antigen by dexamethasone is the result of a       reduced release of inflammatory mediators.,0
STIMULATES,TNF-beta,PHA,"In addition to the varied effects of tat on the steady state levels of       cytokine mRNAs, tat induced the secretion of TNF-beta preferentially in both B       and T cell lines, either by itself as in Raji B cell line or synergistically upon       PMA + PHA stimulation as in Jurkat T cell line.",0
INTERACTS_WITH,human menopausal gonadotrophin,human chorionic       gonadotrophin,"In 12 of       the women follicular maturation was induced with clomiphene and human chorionic       gonadotrophin (hCG), in 13 women with human menopausal gonadotrophin (hMG) and       hCG and in 7 women with a combination of clomiphene-hMG plus hCG.",0
INTERACTS_WITH,bitolterol,bronchodilators,"To examine the cardiotoxic interaction between beta-adrenergic bronchodilators       and theophylline, we tested the effects of isoproterenol or bitolterol alone and       in combinations with aminophylline in experimental animals, both       electrocardiographically and histologically.",0
INTERACTS_WITH,regucalcin,Ca2,The effect of the calcium-binding protein regucalcin on the Ca2+ transport system       in the liver microsomes from fed rats was investigated.,0
STIMULATES,gene,ATF-2,"Furthermore, TNF       alpha, sphingomyelinase, and C2-ceramide induce c-jun, a gene that is stimulated       by the ATF-2 and c-Jun transcription factors.",0
STIMULATES,beta-naphthoflavone,1A1,Northern blot analysis of polyA RNA prepared       from primary cultures of human hepatocytes indicates that both 1A1 and 1A2       messages are induced by beta-naphthoflavone and omeprazole.,1
STIMULATES,MUC18,integrins alpha v beta 3,"Recent investigations have reported changes in the expression of cell surface       adhesion molecules associated with melanoma progression from in situ to invasive       to metastatic tumors, including the upregulation of the integrins alpha v beta 3,       alpha 3 beta 1, alpha 4 beta 1, and alpha 5 beta 1, downregulation of alpha 6       beta 1, and enhanced expression of intercellular adhesion molecule-1, MUC18, and       CD44.",0
INTERACTS_WITH,PT,G proteins,"Since PT is       cytotoxic because of ADP-ribosylation of G-proteins, we assume that the       endogenously expressed PTS1 may not find the cellular target G proteins or PTS1       alone may not be sufficient for ADP-ribosylation of these proteins in vivo.",0
INTERACTS_WITH,lectin,IgA,"Furthermore, B cell beta       1,3 galactosyltransferase activity showed a negative correlation (r = -0.87, P =       0.002) with VV lectin binding of serum IgA in IgAN, but not controls.",0
INTERACTS_WITH,ATIII,plasma proteins,The reduction in binding       sites available for ATIII using plasma solutions as compared to buffer solutions       could be explained by the competition of other plasma proteins with ATIII for the       heparinized surface.,1
INTERACTS_WITH,cyclophosphamide,melphalan,"EMT-6 tumor cells in the spleen were very sensitive to       cyclophosphamide, moderately sensitive to melphalan, less sensitive to CDDP and       least sensitive to thiotepa.",0
STIMULATES,PKC-delta,receptor tyrosine kinase,"In order to elucidate the role       played by PKC-delta in response to activation of a receptor tyrosine kinase, we       transfected platelet-derived growth factor beta receptor (PDGF-beta R) alone       (32D/PDGF-beta R) or together with PKC-delta (32D/PDGF-beta R/PKC-delta) into 32D       cells.",0
INTERACTS_WITH,lorcainide,adenosine triphosphatase,"The effects of lorcainide on the myocardial Mg2(+)-dependent, Na+ and       K(+)-activated adenosine triphosphatase (Na+, K(+)-ATPase) were compared in       guinea-pig heart preparations with those of ouabain, a specific inhibitor of the       enzyme activity.",1
INTERACTS_WITH,gap,propafenone,"The slowing effect of the drug on intraatrial       conduction and the possible stabilizing effect on the reentry circuit appear to       be outweighed by the positive effect of propafenone on the excitable gap of the       circuit, facilitating its capture and accounting for the beneficial effect of the       drug on arrhythmia termination.",0
STIMULATES,EA-3,integrin,"Since CD31 can initiate integrin activation by inside-out signaling       after binding to its ligand, EA-3 was used to minimic this in adhesion assays.",0
INTERACTS_WITH,mikamycins,polyphenylalanine,Effects of biopolymers and magnesium on the mikamycins inhibition of       polyphenylalanine synthesis and the synergistic action of mikamycins A and B.,1
STIMULATES,rhIL-4,IgE,"As found in our previous studies, MNCs from the nine atopic and       the nine normal donors produced significant and similar quantities of IgE       (geometric mean maximum IgE, 25.2 and 18.7 ng/ml, respectively) when MNCs were       stimulated with rhIL-4.",0
INHIBITS,Dithiol,chemotherapeutic agents,Dithiol antagonism and potentiation of chemotherapeutic agents.,0
STIMULATES,plasminogen,plasminogen,"The binding of alpha-, omega-amino acids, which are important effectors of human       plasminogen activation, to the isolated kringle 4 (K4) peptide region of this       protein has been investigated by high sensitivity titration calorimetry.",0
INHIBITS,propranolol,beta-adrenergic receptor,"In six       subjects the local vascular effects of intra-arterially (i.a.) infused       propranolol (0.1 mu kg-1 min-1) was determined during normoxaemia and hypoxaemia       (peripheral oxygen saturation; SpO2 80%), and compared with the contra-lateral       (control) arm. beta-adrenergic receptor blockade by propranolol was confirmed by       i.a. infusions of adrenaline.",0
INTERACTS_WITH,G protein-coupled receptors,agonists,Studies on various other G protein-coupled receptors had shown that receptor       internalization led to low apparent affinities for agonists and that short or       low-temperature incubations could reveal high-affinity binding components.,1
INHIBITS,antiasthmatic drugs,TXA2 receptor,"Because       aerosolized administration of antiasthmatic drugs is effective and safe, this       study examined the effect of aerosolized TXA2 receptor antagonist (S-1452) on       allergic bronchoconstriction in passively sensitized and mechanically ventilated       guinea pigs.",0
INHIBITS,Tunicamycin,glycoprotein,"Tunicamycin, a specific inhibitor of glycoprotein       synthesis, failed to stimulate differentiation in Friend erythroleukemia cells.",1
STIMULATES,A-II       receptors,cAMP,The recent observation that rat adrenal cells exhibit multiple subtypes of A-II       receptors raises the possibility that a specific subtype could be responsible for       controlling cAMP stimulation.,0
INTERACTS_WITH,Tumor necrosis factor alpha,collagenase,Tumor necrosis factor alpha and epidermal growth factor regulation of collagenase       and stromelysin in adult porcine articular chondrocytes.,1
INTERACTS_WITH,thioridazine,alpha-methyltyrosine,"The antipsychotic effect of alpha-methyltyrosine (alpha-MT) in combination with       thioridazine was investigated by means of rating scales for ""social behaviour""       and ""mental symptoms"".",0
INHIBITS,PAI-1,uPAR,Extracellular       proteolysis was concentrated at sites of uPAR expression and specifically       inhibited by PAI-1.,0
INHIBITS,dimethylsulfoxide,net,We have previously shown that erythroid differentiation of Friend murine leukemia       cells by dimethylsulfoxide results in a decrease in sialic acid content and net       negative surface charge.,0
INTERACTS_WITH,heterotrimeric       G-proteins,SHP-1,It is       concluded that SHP-1 phosphorylation is not a consequence of integrin signalling       but might rather occur downstream of thrombin receptor and heterotrimeric       G-proteins.,1
STIMULATES,mitogen-activated protein kinases,transcription factors,Growth       factor stimulation activates a genetic program in large part regulated by a       family of mitogen-activated protein kinases (MAPK) that phosphorylate and thereby       activate transcription factors involved in controlling the expression of       proliferation-associated genes.,1
INTERACTS_WITH,Aromatic       nitro compounds,drug-,Aromatic       nitro compounds appear to therefore inhibit the metabolism of the type II       substrates through a mixed mechanism of interaction with the microsomal       drug-metabolizing enzymes.,0
STIMULATES,p53,hCds1,"In addition, transfection of normal human fibroblasts with SV40 T antigen or       human papilloma viruses E6 or E7 causes a marked induction of hCds1 mRNA, and the       introduction of functional p53 into SV40 T antigen- and E6-, but not E7-,       transfected cells decreases the hCds1 level, suggesting that p53 negatively       regulates the expression of hCds1.",0
INHIBITS,insulin,IGFBP-1,Mutation of this HNF-3 binding sequence disrupts this effect as well as the       ability of glucocorticoids to stimulate and of insulin to inhibit IGFBP-1       promoter activity in H4IIE and HepG2 hepatoma cells.,1
INHIBITS,DMSA,arsenite,"The       two forms of DMSA are equally effective in preventing or reversing, in vitro, the       arsenite inhibition of the activity of mouse kidney pyruvate dehydrogenase (PDH)       complex, DL-DMSA, however, is superior to meso-DMSA for the in vivo reversal of       PDH activity as measured in vitro.",1
INTERACTS_WITH,neurohypophyseal hormone,vasotocin,Implication of central neurohypophyseal hormone receptor-mediated action in       timing of reproductive events: evidence from novel observations on the effect of       a vasotocin analogue on singing behaviour of the canary.,0
STIMULATES,activated factor IX,factor X,The activation of factor X by activated factor IX (factor       IXa) in the presence of activated factor VIII (factor VIIIa) is essential for the       formation of a fibrin clot at sites of vascular injury.,1
STIMULATES,ADP,fibrinogen,ADP caused concentration-dependent increases       in the percentage of platelets that bound fibrinogen (from 4.4 +/- 0.9% to 69.9       +/- 4.2%) and that expressed P-selectin (from 4.5 +/- 0.5% to 44.2 +/- 3.8%).,0
STIMULATES,biological response modifiers,tnf,Induction of endogenous tnf production by biological response modifiers and       bacterial preparations.,1
INHIBITS,EPSILON-AMINOCAPROIC ACID,COMPLEMENT,"PROLONGATION OF CANINE RENAL ALLOGRAFT SURVIVAL BY EPSILON-AMINOCAPROIC ACID, AN       IN VITRO INHIBITOR OF COMPLEMENT.",0
INHIBITS,IL-4,interferon-gamma,IL-4 suppresses the production of interferon-gamma and       enhances IL-10 synthesis.,1
INHIBITS,Cimetidine,H2 receptor,"Cimetidine, a potent H2 receptor antagonist,       showed no effect.",1
INTERACTS_WITH,BCR-ABL proteins,BCR,These results raise the       possibility that the activated ABL protein kinase of BCR-ABL proteins modulates       the putative signal transduction activities of P160 BCR by tyrosine       phosphorylation of exon 1 sequences.,1
STIMULATES,CD23,IgE,"The       observations were as followed: (a) CD23 on normal B cells or B cell hybridomas       mediated IgE-dependent perinatal IgE tolerance and total IgE deficiency; and lack       of either antigen-specific IgE or total IgE did not correlate with elevated       levels of autologous anti-IgE in individual mice; (b) IgE tolerance-inducing       capacity of CD23+ B cell hybridomas was augmented by treatment with antigen-IgE       complexes or interleukin 4, and significantly inhibited by anti-CD23 prior to IgE       pulsing; (c) antigen-IgE complexes were endocytosed and degraded in acid       hydrolases-containing vesicles; and IgE tolerance was abrogated by treating       IgE-pulsed 17A11 at 4 degrees C or 20 degrees C followed immediately by fixation,       and by treating IgE-pulsed 17A11 with metabolic inhibitors that elevated       intracellular pH of the endocytic vesicles.",0
STIMULATES,GnRH,estradiol,"Testosterone responses were similar, whereas elevations in 17       alpha-hydroxyprogesterone and estradiol were higher following GnRH infusion.",1
INTERACTS_WITH,estrogen,galanin,We       conclude that the expression of galanin in the anterior pituitary is regulated by       estrogen and suggest that galanin may be a pituitary hormone.,1
STIMULATES,ANF prohormone,ATA,The increased       circulating concentration of the N-terminus of the ANF prohormone containing two       peptides with potent diuretic effects during increasing atmospheres of absolute       pressure may help to explain the diuresis that has been observed with increasing       ATA.,0
INTERACTS_WITH,Androgen,prostate specific antigen,Androgen effect on prostate specific antigen secretion.,1
STIMULATES,ACTH,cAMP,ACTH[1-39] and several N-       and C-terminally truncated analogues of ACTH were studied for their ability to       stimulate cAMP generation and to displace bound 125I-ACTH.,1
STIMULATES,verapamil,contractile       proteins,"Small slow contractions could be evoked in the presence of ryanodine (to       impair SR function) and verapamil (to block ICa), supporting the idea that Ca       influx via Na-Ca exchange is sufficient to directly activate the contractile       proteins.",0
INTERACTS_WITH,Loop       diuretics,glycoprotein,"Loop       diuretics might interact with this glycoprotein, leading to inhibition of       electrolyte transport.",1
STIMULATES,xamoterol,enalapril,"Linear resistance was reduced by enalapril,       from the placebo value of 13.2 (1.2) to 11.0 (0.9) mm Hg m-1 and marginally       increased by xamoterol, to 14.2 (1.2) mm Hg m-1, the difference between active       treatments being statistically significant (P = 0.03).",0
STIMULATES,estrogen,sodium nitroprusside,"Exogenous estrogen restored       acetylcholine-induced vasodilation (maximum percent increase in forearm blood       flow: 548.9 +/- 43.1%; P < .01 versus ovariectomy), which was no longer different       from baseline, whereas the response to sodium nitroprusside was not affected       (maximum percent increase in forearm blood flow: 480.2 +/- 39.3%; P = NS).",0
INTERACTS_WITH,insulin,protein,The effect of ingestion of protein on hepatic extraction of insulin and glucagon       and hepatic glucose output were investigated in conscious dogs.,1
INHIBITS,vasopressin,pressor,Neither the       nonpressor vasopressin analog 1-deamino-D-Arg8-vasopressin nor       arginine-vasopressin in the presence of a specific pressor antagonist caused       atriopeptin to be released into the circulation.,0
INTERACTS_WITH,corticosterone,opioids,"In conclusion our data show       that, (1) individual reactivity to novelty can predict individual vulnerability       to the psychomotor effects of opioids, and (2) stress-induced corticosterone       secretion may play a role in determining individual differences in sensitivity to       these drugs.",1
STIMULATES,ATP,ADP,"It is only ATP that provides Ca-(caffeine)-induced Ca2+       release, however AMP, ADP, beta, gamma-methylene-ATP induce Ca2+ ejection in the       presence of nonadenylic nucleotides.",0
INTERACTS_WITH,esters,benzazepines,"It is concluded that       N,N-disubstituted carbamate esters may be potentially useful prodrugs for the       7-hydroxy-3-benzazepines, whereas N-monosubstituted carbamates appear to be too       chemically and enzymatically labile.",1
STIMULATES,calmodulin,adenylate cyclase,Both groups of pyrethroids decreased       the calmodulin activated Ca2+ ATPase and adenylate cyclase from brain       synaptosomes and nuclear fraction.,0
INTERACTS_WITH,tamoxifen,doxorubicin,A breast cancer clone selected by tamoxifen has increased growth rate and reduced       sensitivity to doxorubicin.,0
INTERACTS_WITH,ADP,ATP,Demonstration of a transitory tight binding of ATP and of committed P(i) and ADP       during ATP synthesis by chloroplasts.,0
INTERACTS_WITH,protein kinase C,histone,A peptide (residues 499-513) was       synthesized which enhanced the affinity of protein kinase C for histone.,1
STIMULATES,noradrenaline,adrenaline,"These findings, in a       randomised placebo-controlled study, therefore demonstrate that pindolol does not       influence basal or exercise-stimulated plasma noradrenaline and adrenaline       concentrations.",0
INHIBITS,enalapril,doxazosin,"In the first treatment period, enalapril (mean dose 19mg/day) reduced       serum free ACE activity by 40% and had a greater effect than doxazosin (mean dose       5.2mg/day) on clinic supine blood pressure (systolic and diastolic).",0
INTERACTS_WITH,synapsin,protein kinase C,No proteolysis of       synapsin phosphorylated under similar conditions either by protein kinase C or       cAMP-dependent protein kinase was detected.,1
INTERACTS_WITH,proteins,fibronectin,The authors suggest that fibronectin synthesis       and degradation are evidently controlled by R-proteins being the products of       destruction of cellular receptors.,1
INTERACTS_WITH,urethane,antabuse,"The effect of orally administered antabuse on the sleeping time of mice, rats,       and rabbits given barbiturates, ether, chloroform, urethane, chloral hydrate,       alcohol, or acetaldehyde by injection.",0
INHIBITS,RU       486,cortisol receptors,Blockade of cortisol receptors with RU       486 was associated with marked compensatory elevations of plasma ACTH and       cortisol and increases in 24-h urinary excretion of 17-hydroxysteroids and free       cortisol.,1
STIMULATES,LPL,LPL,Stimulation of       NK cells with interleukin-2 (IL-2) reduced the expression of LPL on their surface       and augmented the secretion of LPL by the cells.,0
INHIBITS,estrogen,beta-catenin,"The cell-to-cell aggregation       activity and the expressions of E-cadherin, and alpha- and beta-catenin mRNAs in       Ishikawa cells of well-differentiated endometrial cancer were significantly       suppressed by estrogen.",1
INTERACTS_WITH,MK-801,sigma p,"The noncompetitive       NMDA antagonist, MK-801, was however a potent inhibitor of the binding to both       sigma p and PCP sites labeled with [3H]PCP-3-OH.",1
INTERACTS_WITH,Heavy water,ATP,Heavy water effects on ATP concentration in frog retina were followed up.,1
INTERACTS_WITH,fluoxetine,Midazolam,"Midazolam hydroxylation by human liver microsomes in vitro: inhibition by       fluoxetine, norfluoxetine, and by azole antifungal agents.",1
STIMULATES,retinoic       acid,RBP,"Retinol, as well as retinoic       acid, stabilized both compact I and II RBP intermediates to DTT-induced       unfolding, suggesting that RBP assumes different conformations in the ER in the       presence and absence of a ligand.",0
INHIBITS,ethylene,dad,"Expression studies show that dad declines dramatically       upon flower anthesis disappearing in senescent petals, and is down-regulated by       the plant hormone ethylene.",1
STIMULATES,chemokines,HRF,"Examples include various interleukins, chemokines       and the IgE-dependent HRF This human recombinant HRF (HrHRF) is a novel cytokine       with no homology to any known molecule.",0
STIMULATES,antibody,eIF3,"hPrt1 is recognized by an antibody raised against eIF3, and an affinity-purified       antibody to recombinant hPrt1 recognizes a protein migrating at 116 kDa in a       purified eIF3 preparation.",0
INHIBITS,verapamil,anesthetic,Rate of initial distribution of verapamil was       reduced during anesthetic exposure.,0
INTERACTS_WITH,Fc fragments,receptors,"By quantitating the amount of complex formed in the       presence of varying concentrations of labeled ligand, it could be demonstrated       that complex formation was saturable, and that Fc fragments formed complexes with       avidity comparable to that with which Fc fragments bound to receptors on intact       monocytes.",0
INTERACTS_WITH,CRF-RB,CRF,"When transiently expressed in COS-M6 cells, CRF-RB binds CRF with high affinity       [Kd = 1.2 (0.57-2.5)nM] and transduces the CRF-stimulated signal of the       accumulation of intracellular cAMP, which is inhibited by a CRF antagonist.",1
STIMULATES,M-1,MHC,"At a       ligand concentration of 100 micrograms/ml, the induction of increased class II       MHC expression, G1 entry, and S phase had minimal affinity thresholds of Ka       approximately 0.2 to 2 x 10(6) M-1; approximately 7 x 10(6) M-1; and       approximately 1 x 10(8) M-1, respectively.",0
INTERACTS_WITH,calcitriol,calbindin-D9K,We       reexamined this hypothesis by studying the calcitriol regulation of SHR duodenal       calbindin-D9K and calmodulin and the relation of calcitriol to Ca2+ uptake by       isolated enterocytes.,1
INTERACTS_WITH,genes,IGFBP-1,"We have studied steady state levels of mRNA for the       genes in the IGF-I axis in normal and cirrhotic human liver, localised the most       highly expressed gene, IGFBP-1, and measured circulating IGFBP-3 by       radioimmunoassay (RIA), IGFBP-2 and IGFBP-3 by Western ligand blot (WLB), and       protease activity for IGFBP-3 in cirrhotic patients.",0
STIMULATES,phospholipase D,phospholipase C,Physiological activation of       phospholipase D may be secondary to activation of phospholipase C.,0
STIMULATES,CD22,alpha 2-6 sialyltransferase,"We further demonstrate       that CD22 recognizes a second ligand, CD75, expressed predominantly on activated       B cells and shown to be a cell surface alpha 2-6 sialyltransferase.",0
INHIBITS,PC-G,OPs,The effect of PC-G on the ERG was       characterized by a selective suppression of the OPs.,1
STIMULATES,IL-3,TCR,"Expression of IL-3R on these type 2 T cell clones is induced       by TCR stimulation, and subsequent stimulation by IL-3 augmented the       proliferation of and IL-4 production by these cells.",1
STIMULATES,FSH,LHRH,"To understand the interplay between these mechanisms, we have examined       the pulsatile pattern of plasma LH, FSH, testosterone, oestradiol and prolactin       between 20.00 and 09.00 h and the pituitary response to repeated exogenous LHRH       stimulation in 16 boys with delayed puberty (age 16.3 +/- 2.7 (S.E.M.) years) on       one to four occasions in a mixed longitudinal/cross-sectional analysis.",0
INTERACTS_WITH,Sp       transcription factors,H1t,These studies suggest that Sp       transcription factors may be involved in transcription of the H1t gene and the       GC-box and the TE1 subelement are required for activation of the H1t promoter.,1
INTERACTS_WITH,alpha-PKC,AP-1,"In contrast, the constitutively activated alpha-PKC and beta-PKC       mutants were equally potent in stimulating a reporter plasmid containing AP-1       recognition sequences.",0
INHIBITS,HC,alpha-thrombin,"Acceleration of the HC inhibition of alpha-thrombin       showed bimodal dependence on the concentration of the polyanionic protein, which       is consistent with formation of a HC-coiled-coil-thrombin ternary complex.",1
STIMULATES,TPA,kinase,"TPA, an activator of C-kinase, at       concentrations of 10 to 333 nM induces a calcium-dependent contraction of       vascular smooth muscle which develops slowly but progressively to reach values of       50-300 mm Hg.",1
INHIBITS,recombinant interleukin-10,inducible nitric oxide synthase,The abilities of pentoxifylline and recombinant interleukin-10 (rIL-10) to       inhibit tumor necrosis factor (TNF) and inducible nitric oxide synthase (iNOS)       production in RAW 264.7 murine macrophages were compared.,1
STIMULATES,Protein kinase C,CoA-independent transacylase,Protein kinase C promotes arachidonate mobilization through enhancement of       CoA-independent transacylase activity in platelets.,1
INHIBITS,glucagon,purine,In vivo inhibition of the rate of de novo purine synthesis in rat liver by       glucagon.,1
INHIBITS,small       molecules,HDAC,"Concurrent       with these discoveries, screening of natural product sources yielded new small       molecules that were subsequently identified as potent inhibitors of HDAC.",1
